Suseo_h,Suseo_m,Dongchan_h,Dongchan_m,Jiji_h,Jiji_m,Cheonan(Asan)_h,Cheonan(Asan)_m,Osong_h,Osong_m,Daejeon_h,Daejeon_m,Gimcheon(Gumi)_h,Gimcheon(Gumi)_m,Dongdaegu_h,Dongdaegu_m,ShinKyungju_h,ShinKyungju_m,Ulsan(Tongdosa)_h,Ulsan(Tongdosa)_m,Busan_h,Busan_m,Gongju_h,Gongju_m,Iksan_h,Iksan_m,Jeong-eup_h,Jeong-eup_m,Gwangju(Songje)_h,Gwangju(Songje)_m,Naju_h,Naju_m,Mokpo_h,Mokpo_m
7,12,7,12,7,12,7,12,7,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6,38,8,46,6,38,8,46,8,46
8,52,8,52,20,30,9,16,7,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,8,21,9,31,8,37,13,22,13,22
12,7,15,34,22,53,12,17,7,12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,8,37,16,1,8,46,17,8,16,1
15,34,17,22,100,100,13,56,8,42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,8,46,17,47,9,31,17,47,17,8
17,22,19,22,100,100,15,34,8,52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,9,31,19,4,11,27,20,40,17,47
19,22,20,30,100,100,17,22,9,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,9,40,19,37,13,13,22,9,20,40
20,30,21,16,100,100,17,31,15,21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,11,1,20,40,13,22,100,100,22,9
21,16,100,100,100,100,17,31,16,56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,11,27,100,100,16,1,100,100,100,100
22,1,100,100,100,100,19,22,17,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,12,2,100,100,16,21,100,100,100,100
22,53,100,100,100,100,19,32,19,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,13,13,100,100,17,8,100,100,100,100
22,53,100,100,100,100,19,32,19,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,13,13,100,100,17,8,100,100,100,100
100,100,100,100,100,100,21,16,19,32,100,100,100,100,100,100,100,100,100,100,100,100,100,100,13,22,100,100,17,47,100,100,100,100
100,100,100,100,100,100,21,47,20,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,13,22,100,100,19,4,100,100,100,100
100,100,100,100,100,100,100,100,20,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15,10,100,100,19,37,100,100,100,100
100,100,100,100,100,100,100,100,21,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16,1,100,100,20,40,100,100,100,100
100,100,100,100,100,100,100,100,21,33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16,21,100,100,22,9,100,100,100,100
100,100,100,100,100,100,100,100,22,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,17,8,100,100,22,17,100,100,100,100
100,100,100,100,100,100,100,100,22,53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,17,47,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,17,47,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19,4,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19,4,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19,37,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19,52,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,40,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22,9,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22,17,100,100,100,100,100,100,100,100
