Suseo_h,Suseo_m,Dongchan_h,Dongchan_m,Jiji_h,Jiji_m,Cheonan(Asan)_h,Cheonan(Asan)_m,Osong_h,Osong_m,Daejeon_h,Daejeon_m,Gimcheon(Gumi)_h,Gimcheon(Gumi)_m,Dongdaegu_h,Dongdaegu_m,ShinKyungju_h,ShinKyungju_m,Ulsan(Tongdosa)_h,Ulsan(Tongdosa)_m,Busan_h,Busan_m,Gongju_h,Gongju_m,Iksan_h,Iksan_m,Jeong-eup_h,Jeong-eup_m,Gwangju(Songje)_h,Gwangju(Songje)_m,Naju_h,Naju_m,Mokpo_h,Mokpo_m
5,59,5,59,5,59,6,46,5,50,5,50,6,46,5,50,100,100,7,16,7,16,100,100,100,100,100,100,100,100,100,100,100,100
7,20,8,36,7,20,8,6,5,59,5,59,7,20,5,59,100,100,7,30,7,30,100,100,100,100,100,100,100,100,100,100,100,100
8,36,9,30,10,40,11,6,6,46,6,46,11,6,6,46,100,100,7,42,7,42,100,100,100,100,100,100,100,100,100,100,100,100
9,30,15,1,12,46,12,46,7,6,7,6,12,46,7,6,100,100,8,30,8,30,100,100,100,100,100,100,100,100,100,100,100,100
10,40,17,11,15,1,13,31,7,20,7,13,16,50,7,13,100,100,8,41,8,41,100,100,100,100,100,100,100,100,100,100,100,100
11,6,19,25,16,36,16,36,8,36,7,20,19,5,7,20,100,100,10,2,9,28,100,100,100,100,100,100,100,100,100,100,100,100
12,46,23,6,17,11,17,11,9,15,8,6,19,50,8,6,100,100,10,17,10,2,100,100,100,100,100,100,100,100,100,100,100,100
13,31,100,100,18,10,17,20,10,40,8,36,100,100,8,36,100,100,11,6,10,17,100,100,100,100,100,100,100,100,100,100,100,100
15,1,100,100,21,6,17,56,10,51,9,15,100,100,9,15,100,100,11,49,11,6,100,100,100,100,100,100,100,100,100,100,100,100
16,36,100,100,100,100,18,10,13,5,9,30,100,100,9,30,100,100,12,7,11,49,100,100,100,100,100,100,100,100,100,100,100,100
16,36,100,100,100,100,18,10,13,5,9,30,100,100,9,30,100,100,12,7,11,49,100,100,100,100,100,100,100,100,100,100,100,100
17,11,100,100,100,100,20,15,14,50,10,40,100,100,10,40,100,100,12,51,12,7,100,100,100,100,100,100,100,100,100,100,100,100
18,10,100,100,100,100,20,41,15,1,10,51,100,100,10,51,100,100,13,7,12,51,100,100,100,100,100,100,100,100,100,100,100,100
19,25,100,100,100,100,21,16,16,36,11,6,100,100,11,6,100,100,14,7,13,7,100,100,100,100,100,100,100,100,100,100,100,100
21,6,100,100,100,100,22,55,16,50,12,46,100,100,12,46,100,100,15,37,14,7,100,100,100,100,100,100,100,100,100,100,100,100
23,6,100,100,100,100,100,100,18,10,13,5,100,100,13,5,100,100,16,37,14,18,100,100,100,100,100,100,100,100,100,100,100,100
